trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
606,False,"{'a': 0.3, 'e': 0.2939999999999995}",20,15,-3.444889767363115,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
607,False,"{'a': 0.3, 'e': 0.2929999999999995}",20,0,-12.027392299923068,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
608,False,"{'a': 0.3, 'e': 0.2919999999999995}",25,5,8.916955133039334,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
609,False,"{'a': 0.3, 'e': 0.2909999999999995}",25,8,5.738941726990238,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
610,False,"{'a': 0.3, 'e': 0.2899999999999995}",20,12,-32.1244322843147,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
611,False,"{'a': 0.3, 'e': 0.2889999999999995}",20,13,10.886329195614096,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.3, 'e': 0.2879999999999995}",20,6,16.78446095750397,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.3, 'e': 0.2869999999999995}",25,4,28.847337492785844,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.3, 'e': 0.2859999999999995}",20,13,15.855271229600792,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.3, 'e': 0.2849999999999995}",25,2,3.63916497763382,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
616,False,"{'a': 0.3, 'e': 0.2839999999999995}",25,0,-3.6276129109335287,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
617,False,"{'a': 0.3, 'e': 0.2829999999999995}",20,8,11.088645595172025,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
618,False,"{'a': 0.3, 'e': 0.2819999999999995}",20,4,0.530568540025862,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
619,False,"{'a': 0.3, 'e': 0.2809999999999995}",25,19,11.976959220355347,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.3, 'e': 0.27999999999999947}",25,19,13.60213417301409,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.3, 'e': 0.27899999999999947}",25,3,-16.36474014592491,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 0}",1
622,False,"{'a': 0.3, 'e': 0.27799999999999947}",30,3,-4.0595926642830715,"{0: 23, 1: 0, 2: 4, 3: 0, 4: 0}",1
623,False,"{'a': 0.3, 'e': 0.27699999999999947}",25,9,21.236523288274835,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.3, 'e': 0.27599999999999947}",20,13,-39.99239930744313,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
625,False,"{'a': 0.3, 'e': 0.27499999999999947}",30,20,18.62644784847396,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.3, 'e': 0.27399999999999947}",30,20,20.440023910683294,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.3, 'e': 0.27299999999999947}",30,3,-18.67271782557027,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 1}",1
628,False,"{'a': 0.3, 'e': 0.27199999999999946}",20,14,3.4157290665564473,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.3, 'e': 0.27099999999999946}",20,10,5.267357543940183,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
630,False,"{'a': 0.3, 'e': 0.26999999999999946}",25,6,18.769162270661333,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
631,False,"{'a': 0.3, 'e': 0.26899999999999946}",25,3,-25.867175501802485,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 0}",1
632,False,"{'a': 0.3, 'e': 0.26799999999999946}",25,17,-4.369387360825057,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
633,False,"{'a': 0.3, 'e': 0.26699999999999946}",20,13,14.857591301042136,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.3, 'e': 0.26599999999999946}",30,14,-23.08740080177034,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
635,False,"{'a': 0.3, 'e': 0.26499999999999946}",25,20,8.973550375944697,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.3, 'e': 0.26399999999999946}",25,10,-12.002512332486058,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
637,False,"{'a': 0.3, 'e': 0.26299999999999946}",25,10,4.695588071087241,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
638,False,"{'a': 0.3, 'e': 0.26199999999999946}",25,3,23.278083526733376,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.3, 'e': 0.26099999999999945}",20,15,11.384792902916896,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.3, 'e': 0.25999999999999945}",20,13,-17.477158933539187,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 0}",1
641,False,"{'a': 0.3, 'e': 0.25899999999999945}",30,15,12.878522336313551,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
642,False,"{'a': 0.3, 'e': 0.25799999999999945}",25,15,3.806244333198264,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
643,False,"{'a': 0.3, 'e': 0.25699999999999945}",25,10,8.204996136244324,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
644,False,"{'a': 0.3, 'e': 0.25599999999999945}",20,16,6.295187908269428,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.3, 'e': 0.25499999999999945}",25,15,15.8688053806899,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.3, 'e': 0.25399999999999945}",30,13,22.01598591679072,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
647,False,"{'a': 0.3, 'e': 0.25299999999999945}",20,0,-4.935348486561264,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
648,False,"{'a': 0.3, 'e': 0.25199999999999945}",25,5,-34.97249673849465,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
649,False,"{'a': 0.3, 'e': 0.25099999999999945}",20,9,18.4631351763321,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.3, 'e': 0.24999999999999944}",20,11,7.698530120887803,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.3, 'e': 0.24899999999999944}",25,12,23.314751827771136,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.3, 'e': 0.24799999999999944}",25,0,-31.556040592788214,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
653,False,"{'a': 0.3, 'e': 0.24699999999999944}",20,14,12.721472547937061,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.3, 'e': 0.24599999999999944}",25,18,7.800068530052582,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.3, 'e': 0.24499999999999944}",20,12,15.812701978856815,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.3, 'e': 0.24399999999999944}",20,7,2.1461922269909444,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
657,False,"{'a': 0.3, 'e': 0.24299999999999944}",20,14,12.799182586140184,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.3, 'e': 0.24199999999999944}",25,10,13.119229896219325,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
659,False,"{'a': 0.3, 'e': 0.24099999999999944}",25,0,-39.29435800114499,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
660,False,"{'a': 0.3, 'e': 0.23999999999999944}",20,1,8.791903089951033,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
661,False,"{'a': 0.3, 'e': 0.23899999999999944}",30,17,23.50889143514769,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.3, 'e': 0.23799999999999943}",30,15,28.12331771878399,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.3, 'e': 0.23699999999999943}",20,10,5.346148064334471,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.3, 'e': 0.23599999999999943}",25,5,-47.72631908194973,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",1
665,False,"{'a': 0.3, 'e': 0.23499999999999943}",30,10,10.937882331044083,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
666,False,"{'a': 0.3, 'e': 0.23399999999999943}",30,0,-89.44901737615834,"{0: 25, 1: 0, 2: 2, 3: 1, 4: 2}",0
667,False,"{'a': 0.3, 'e': 0.23299999999999943}",20,0,-65.84645548833632,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
668,False,"{'a': 0.3, 'e': 0.23199999999999943}",20,8,2.0450538318729503,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
669,False,"{'a': 0.3, 'e': 0.23099999999999943}",30,2,-55.33502466924338,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 2}",1
670,False,"{'a': 0.3, 'e': 0.22999999999999943}",25,8,16.99516083450898,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
671,False,"{'a': 0.3, 'e': 0.22899999999999943}",20,0,11.491876461463688,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
672,False,"{'a': 0.3, 'e': 0.22799999999999943}",25,18,13.660608951569788,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.3, 'e': 0.22699999999999942}",25,6,-56.11860972094178,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 1}",1
674,False,"{'a': 0.3, 'e': 0.22599999999999942}",30,16,26.929748729063018,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.3, 'e': 0.22499999999999942}",20,13,14.321400039283319,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.3, 'e': 0.22399999999999942}",20,10,18.70819394215894,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.3, 'e': 0.22299999999999942}",20,0,-0.5625910980515549,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
678,False,"{'a': 0.3, 'e': 0.22199999999999942}",25,13,15.043399602897882,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.3, 'e': 0.22099999999999942}",20,11,4.331485563042829,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
680,False,"{'a': 0.3, 'e': 0.21999999999999942}",20,12,12.166741183201637,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.3, 'e': 0.21899999999999942}",20,15,-2.1289594243249153,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
682,False,"{'a': 0.3, 'e': 0.21799999999999942}",20,13,14.224566248109424,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.3, 'e': 0.21699999999999942}",20,5,24.43159099897127,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.3, 'e': 0.21599999999999941}",20,11,7.646899938314205,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
685,False,"{'a': 0.3, 'e': 0.2149999999999994}",20,15,-10.888318892027431,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
686,False,"{'a': 0.3, 'e': 0.2139999999999994}",20,9,-44.967289448617784,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
687,False,"{'a': 0.3, 'e': 0.2129999999999994}",30,4,12.3274649963052,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 0}",1
688,False,"{'a': 0.3, 'e': 0.2119999999999994}",30,13,-18.438467389720067,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
689,False,"{'a': 0.3, 'e': 0.2109999999999994}",20,2,29.588201329459313,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.3, 'e': 0.2099999999999994}",20,0,14.925469289096826,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.3, 'e': 0.2089999999999994}",30,9,3.630506045484623,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
692,False,"{'a': 0.3, 'e': 0.2079999999999994}",20,12,15.234308978101577,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.3, 'e': 0.2069999999999994}",20,13,7.164707704274327,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.3, 'e': 0.2059999999999994}",25,15,6.171257222762534,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
695,False,"{'a': 0.3, 'e': 0.2049999999999994}",25,15,19.49345190873559,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.3, 'e': 0.2039999999999994}",20,14,-9.722600805129773,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
697,False,"{'a': 0.3, 'e': 0.2029999999999994}",30,4,17.167636970717716,"{0: 24, 1: 1, 2: 0, 3: 1, 4: 0}",1
698,False,"{'a': 0.3, 'e': 0.2019999999999994}",25,0,17.408344192169025,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
699,False,"{'a': 0.3, 'e': 0.2009999999999994}",25,17,2.3447362143329653,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
700,False,"{'a': 0.3, 'e': 0.1999999999999994}",35,21,19.341551334432133,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.3, 'e': 0.1989999999999994}",20,12,1.1267343516583026,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
702,False,"{'a': 0.3, 'e': 0.1979999999999994}",30,15,-2.3245930830653982,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
703,False,"{'a': 0.3, 'e': 0.1969999999999994}",25,16,-14.665908284054126,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
704,False,"{'a': 0.3, 'e': 0.1959999999999994}",20,3,2.341034473187075,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
705,False,"{'a': 0.3, 'e': 0.1949999999999994}",20,9,-21.574585160193642,"{0: 9, 1: 0, 2: 0, 3: 2, 4: 0}",1
706,False,"{'a': 0.3, 'e': 0.1939999999999994}",20,15,12.083855467958788,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.3, 'e': 0.1929999999999994}",20,9,-1.4333272287032504,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
708,False,"{'a': 0.3, 'e': 0.1919999999999994}",20,10,-18.619930953518995,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
709,False,"{'a': 0.3, 'e': 0.1909999999999994}",25,17,16.169377483985446,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.3, 'e': 0.1899999999999994}",20,6,8.19371954166625,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
711,False,"{'a': 0.3, 'e': 0.1889999999999994}",35,17,1.4558076858993545,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
712,False,"{'a': 0.3, 'e': 0.1879999999999994}",30,18,-14.821308770879003,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
713,False,"{'a': 0.3, 'e': 0.1869999999999994}",20,8,-2.8969131852123278,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
714,False,"{'a': 0.3, 'e': 0.1859999999999994}",20,10,-38.641315041864296,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 1}",1
715,False,"{'a': 0.3, 'e': 0.1849999999999994}",20,14,12.434222057511356,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.3, 'e': 0.1839999999999994}",30,19,24.09189698734193,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.3, 'e': 0.18299999999999939}",20,7,20.855596394889616,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.3, 'e': 0.18199999999999938}",30,12,32.639815944511994,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.3, 'e': 0.18099999999999938}",20,8,23.28704030447443,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.3, 'e': 0.17999999999999938}",20,0,-71.14745673955339,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
721,False,"{'a': 0.3, 'e': 0.17899999999999938}",20,13,13.640875521287885,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.3, 'e': 0.17799999999999938}",20,13,14.322121274399283,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.3, 'e': 0.17699999999999938}",20,15,9.04802724880078,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.3, 'e': 0.17599999999999938}",30,18,9.454501904437894,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
725,False,"{'a': 0.3, 'e': 0.17499999999999938}",25,15,10.09491153943271,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.3, 'e': 0.17399999999999938}",30,16,27.82426132740102,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.3, 'e': 0.17299999999999938}",20,12,5.594385947281982,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.3, 'e': 0.17199999999999938}",25,16,16.539764807137203,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.3, 'e': 0.17099999999999937}",20,11,5.659891539702929,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
730,False,"{'a': 0.3, 'e': 0.16999999999999937}",25,14,9.12280056606844,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
731,False,"{'a': 0.3, 'e': 0.16899999999999937}",25,13,18.685830416570386,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.3, 'e': 0.16799999999999937}",30,16,1.3526831090084852,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
733,False,"{'a': 0.3, 'e': 0.16699999999999937}",20,2,24.12997119949849,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.3, 'e': 0.16599999999999937}",20,7,25.85133775763521,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.3, 'e': 0.16499999999999937}",25,10,1.8950565573406726,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
736,False,"{'a': 0.3, 'e': 0.16399999999999937}",20,6,15.985399978989813,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
737,False,"{'a': 0.3, 'e': 0.16299999999999937}",20,0,22.081461171689483,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
738,False,"{'a': 0.3, 'e': 0.16199999999999937}",20,0,-33.1075732123935,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",1
739,False,"{'a': 0.3, 'e': 0.16099999999999937}",20,15,9.433231848631952,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.3, 'e': 0.15999999999999936}",20,6,25.20366664611834,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.3, 'e': 0.15899999999999936}",25,17,-4.318729029092715,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
742,False,"{'a': 0.3, 'e': 0.15799999999999936}",30,13,11.81784933941972,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
743,False,"{'a': 0.3, 'e': 0.15699999999999936}",30,9,32.41646638350894,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.3, 'e': 0.15599999999999936}",25,13,0.3349380924516039,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
745,False,"{'a': 0.3, 'e': 0.15499999999999936}",35,18,-21.281577791428024,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 0}",1
746,False,"{'a': 0.3, 'e': 0.15399999999999936}",25,13,23.879302723363807,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.3, 'e': 0.15299999999999936}",20,8,-22.913514052814374,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
748,False,"{'a': 0.3, 'e': 0.15199999999999936}",20,6,27.30748190508509,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.3, 'e': 0.15099999999999936}",20,4,-8.398233226893252,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
750,False,"{'a': 0.3, 'e': 0.14999999999999936}",20,0,6.974961014750776,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
751,False,"{'a': 0.3, 'e': 0.14899999999999936}",20,5,27.58102035611951,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.3, 'e': 0.14799999999999935}",20,10,21.175273739003543,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.3, 'e': 0.14699999999999935}",20,6,25.01831291868374,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.3, 'e': 0.14599999999999935}",20,0,23.089173581321344,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
