trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
755,False,"{'a': 0.3, 'e': 0.14499999999999935}",25,16,15.677139232237474,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.3, 'e': 0.14399999999999935}",30,16,16.468637186643594,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
757,False,"{'a': 0.3, 'e': 0.14299999999999935}",20,12,18.762802609485867,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.3, 'e': 0.14199999999999935}",25,5,13.72248704921216,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
759,False,"{'a': 0.3, 'e': 0.14099999999999935}",20,6,26.660240837623252,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.3, 'e': 0.13999999999999935}",25,10,3.808662482302746,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
761,False,"{'a': 0.3, 'e': 0.13899999999999935}",20,12,7.255257773721157,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.3, 'e': 0.13799999999999935}",20,10,19.451073622422264,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.3, 'e': 0.13699999999999934}",30,24,10.984721986349076,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.3, 'e': 0.13599999999999934}",25,12,-19.839209022992033,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
765,False,"{'a': 0.3, 'e': 0.13499999999999934}",30,9,-0.68901052100125,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
766,False,"{'a': 0.3, 'e': 0.13399999999999934}",20,13,-2.694232579431065,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
767,False,"{'a': 0.3, 'e': 0.13299999999999934}",30,16,-15.681679715851867,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
768,False,"{'a': 0.3, 'e': 0.13199999999999934}",20,5,-28.321779480323848,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
769,False,"{'a': 0.3, 'e': 0.13099999999999934}",25,5,35.71324659662502,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.3, 'e': 0.12999999999999934}",30,24,11.868087175576523,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.3, 'e': 0.12899999999999934}",25,15,-2.4250827625090214,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
772,False,"{'a': 0.3, 'e': 0.12799999999999934}",25,20,10.296548632170682,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.3, 'e': 0.12699999999999934}",30,12,27.861719634607013,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.3, 'e': 0.12599999999999933}",25,13,-19.113178101642866,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
775,False,"{'a': 0.3, 'e': 0.12499999999999933}",30,18,21.36364158605258,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.3, 'e': 0.12399999999999933}",20,9,4.865295459625594,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.3, 'e': 0.12299999999999933}",20,2,33.93584436409178,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.3, 'e': 0.12199999999999933}",30,9,30.48722023281191,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
779,False,"{'a': 0.3, 'e': 0.12099999999999933}",25,14,20.062768929812655,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.3, 'e': 0.11999999999999933}",20,12,15.168631620112183,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.3, 'e': 0.11899999999999933}",20,14,10.977995185069084,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.3, 'e': 0.11799999999999933}",25,5,33.73112057779936,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.3, 'e': 0.11699999999999933}",20,16,9.971895794460185,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.3, 'e': 0.11599999999999933}",20,2,18.33352339355855,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
785,False,"{'a': 0.3, 'e': 0.11499999999999932}",20,12,13.271745571643027,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.3, 'e': 0.11399999999999932}",25,8,-14.801708754227462,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
787,False,"{'a': 0.3, 'e': 0.11299999999999932}",25,5,-20.881185759380287,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
788,False,"{'a': 0.3, 'e': 0.11199999999999932}",25,11,8.514150225409457,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
789,False,"{'a': 0.3, 'e': 0.11099999999999932}",25,13,20.216320875062333,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.3, 'e': 0.10999999999999932}",30,0,36.78910295400331,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
791,False,"{'a': 0.3, 'e': 0.10899999999999932}",35,22,27.280291315532924,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.3, 'e': 0.10799999999999932}",20,6,18.186331511132256,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.3, 'e': 0.10699999999999932}",20,0,14.084326370011642,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
794,False,"{'a': 0.3, 'e': 0.10599999999999932}",20,8,20.624564076860946,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.3, 'e': 0.10499999999999932}",30,14,5.879246327168614,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
796,False,"{'a': 0.3, 'e': 0.10399999999999932}",25,13,19.80980337742097,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.3, 'e': 0.10299999999999931}",35,14,25.576304295168814,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
798,False,"{'a': 0.3, 'e': 0.10199999999999931}",30,14,20.22273559748359,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
799,False,"{'a': 0.3, 'e': 0.10099999999999931}",20,10,18.171460424432002,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.3, 'e': 0.09999999999999931}",20,14,9.887720730485606,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.3, 'e': 0.09899999999999931}",20,12,12.253734151470631,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.3, 'e': 0.09799999999999931}",20,9,22.289852068766024,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.3, 'e': 0.09699999999999931}",25,16,-1.7650855594183597,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
804,False,"{'a': 0.3, 'e': 0.09599999999999931}",20,6,16.3595264571006,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
805,False,"{'a': 0.3, 'e': 0.09499999999999931}",30,17,12.62177784742284,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
806,False,"{'a': 0.3, 'e': 0.0939999999999993}",30,20,12.99302029227792,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.3, 'e': 0.0929999999999993}",25,15,19.145784076001156,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.3, 'e': 0.0919999999999993}",20,11,18.412216148081512,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.3, 'e': 0.0909999999999993}",25,15,20.285751863059545,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.3, 'e': 0.0899999999999993}",25,14,22.419456644759542,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.3, 'e': 0.0889999999999993}",25,17,15.753372486592259,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
812,False,"{'a': 0.3, 'e': 0.0879999999999993}",20,15,9.167420107025634,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
813,False,"{'a': 0.3, 'e': 0.0869999999999993}",20,9,20.302870738130913,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.3, 'e': 0.0859999999999993}",20,0,28.037321903122894,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.3, 'e': 0.0849999999999993}",20,10,20.431155395449217,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'a': 0.3, 'e': 0.0839999999999993}",25,15,20.887121827505176,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
817,False,"{'a': 0.3, 'e': 0.0829999999999993}",25,14,19.62339079603595,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.3, 'e': 0.0819999999999993}",20,12,4.094849894316546,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
819,False,"{'a': 0.3, 'e': 0.0809999999999993}",25,3,39.83916116641225,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.3, 'e': 0.0799999999999993}",20,10,17.76517623286292,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.3, 'e': 0.07899999999999929}",20,15,9.733818369872358,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.3, 'e': 0.07799999999999929}",20,3,23.258614479694494,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.3, 'e': 0.07699999999999929}",25,19,12.952759466115051,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'a': 0.3, 'e': 0.07599999999999929}",35,17,35.168484210301315,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.3, 'e': 0.07499999999999929}",20,13,15.890550696364784,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.3, 'e': 0.07399999999999929}",25,5,-10.223748737627544,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
827,False,"{'a': 0.3, 'e': 0.07299999999999929}",25,16,17.533118765709684,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.3, 'e': 0.07199999999999929}",20,12,14.75126512653431,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.3, 'e': 0.07099999999999929}",25,11,18.27352019153207,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.3, 'e': 0.06999999999999929}",20,14,11.117054310940086,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.3, 'e': 0.06899999999999928}",20,14,9.883857575601798,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.3, 'e': 0.06799999999999928}",20,7,23.574482918221094,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.3, 'e': 0.06699999999999928}",30,16,25.83710672426997,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.3, 'e': 0.06599999999999928}",30,17,19.07481503415754,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.3, 'e': 0.06499999999999928}",20,13,10.561770392943291,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.3, 'e': 0.06399999999999928}",30,18,23.852012974658713,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.3, 'e': 0.06299999999999928}",25,12,10.24124453103415,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
838,False,"{'a': 0.3, 'e': 0.06199999999999928}",20,16,8.185547039211684,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.3, 'e': 0.06099999999999928}",20,10,18.903982313493763,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.3, 'e': 0.059999999999999276}",20,12,5.719168116089784,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
841,False,"{'a': 0.3, 'e': 0.058999999999999275}",20,6,23.765303834432668,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.3, 'e': 0.057999999999999274}",25,8,16.687328268705322,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
843,False,"{'a': 0.3, 'e': 0.056999999999999273}",30,14,30.56536705947766,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.3, 'e': 0.05599999999999927}",20,12,15.277732131392858,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.3, 'e': 0.05499999999999927}",20,9,8.425907889465858,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
846,False,"{'a': 0.3, 'e': 0.05399999999999927}",30,12,34.214679817900254,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.3, 'e': 0.05299999999999927}",25,15,19.988354556742273,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.3, 'e': 0.05199999999999927}",25,0,-1.5676190697442582,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
849,False,"{'a': 0.3, 'e': 0.05099999999999927}",20,10,19.935640655362292,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.3, 'e': 0.04999999999999927}",20,11,15.438876270880804,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.3, 'e': 0.048999999999999266}",30,16,25.567984997817405,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.3, 'e': 0.047999999999999265}",30,19,19.13779480555056,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.3, 'e': 0.046999999999999265}",25,14,13.086904704934366,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.3, 'e': 0.045999999999999264}",25,7,30.695574001025697,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.3, 'e': 0.04499999999999926}",25,13,26.704306961952142,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.3, 'e': 0.04399999999999926}",20,7,23.428890091217955,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.3, 'e': 0.04299999999999926}",20,14,5.132795242841488,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.3, 'e': 0.04199999999999926}",35,15,32.054222173219294,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.3, 'e': 0.04099999999999926}",20,4,3.4068610089158917,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
860,False,"{'a': 0.3, 'e': 0.03999999999999926}",20,14,11.581138536101564,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.3, 'e': 0.03899999999999926}",35,23,23.244741884366587,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.3, 'e': 0.03799999999999926}",20,9,19.445395059991107,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.3, 'e': 0.036999999999999256}",25,16,17.99308173404385,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.3, 'e': 0.035999999999999255}",25,9,25.845748540471366,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.3, 'e': 0.034999999999999254}",20,6,21.926268155723356,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.3, 'e': 0.03399999999999925}",20,10,16.322346757263357,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.3, 'e': 0.03299999999999925}",25,12,21.529431711569593,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.3, 'e': 0.03199999999999925}",20,14,12.131966476102757,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.3, 'e': 0.03099999999999925}",25,1,42.102593184325144,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.3, 'e': 0.02999999999999925}",20,6,-7.136564566413208,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
871,False,"{'a': 0.3, 'e': 0.02899999999999925}",20,15,8.232731698412913,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.3, 'e': 0.027999999999999248}",25,8,30.894471261796994,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.3, 'e': 0.026999999999999247}",30,21,18.84033275787563,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.3, 'e': 0.025999999999999246}",20,16,8.583150206521804,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.3, 'e': 0.024999999999999245}",25,15,4.997766493258618,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
876,False,"{'a': 0.3, 'e': 0.023999999999999244}",20,12,18.496056495978436,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.3, 'e': 0.022999999999999243}",20,8,24.16243662419486,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.3, 'e': 0.021999999999999242}",25,0,36.30023000586587,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
879,False,"{'a': 0.3, 'e': 0.02099999999999924}",20,12,20.15673125870965,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.3, 'e': 0.01999999999999924}",25,16,20.378030776611137,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.3, 'e': 0.01899999999999924}",25,18,16.53465821997751,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.3, 'e': 0.01799999999999924}",20,6,27.18448755665412,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.3, 'e': 0.016999999999999238}",20,3,31.37007788701634,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.3, 'e': 0.015999999999999237}",20,10,19.396429868177865,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'a': 0.3, 'e': 0.014999999999999236}",20,5,25.053207676317903,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.3, 'e': 0.013999999999999235}",25,13,24.81802989294696,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.3, 'e': 0.012999999999999234}",20,0,28.794801920546394,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.3, 'e': 0.011999999999999234}",25,8,28.043979015678744,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.3, 'e': 0.010999999999999233}",20,16,9.440670750008062,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
890,False,"{'a': 0.3, 'e': 0.009999999999999232}",30,18,23.048711455302577,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.3, 'e': 0.00899999999999923}",20,15,8.181018680191094,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.3, 'e': 0.00799999999999923}",30,17,26.38361566017032,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.3, 'e': 0.00699999999999923}",20,12,16.23527213462561,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.3, 'e': 0.00599999999999923}",20,10,15.828313493994589,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.3, 'e': 0.00499999999999923}",30,16,28.980946847142086,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,14,22.049871009115854,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,5,29.334588854927258,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,15,9.044509176941517,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,0,34.61703738312723,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
5,True,"{'a': 0, 'e': 0}",25,15,21.373835915037926,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,7,22.18532199119214,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,13,9.92645216941919,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,14,9.631730685880202,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",30,6,34.88813981297649,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,14,12.794681645793556,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
